Item Type,Sequence,Human Code,Full Statement,Abbreviated Statement,Notes,Supp. Info,Ed. Level,Language,Rewritten Statement
Developmental Milestones,4.8.1.6.9.3,IV.D.4.c,'Initiates questions to understand meaning of new words',,,,PK,, asks questions to learn new words.
Standard,4.8.1.6.10,III.C.4,Demonstrates growing understanding of sound/intonation of English language (ELL/DLL),,,,PK,,Babbling with varied sounds and tones.
Developmental Milestones,4.8.1.6.10.1,III.C.4.a,Identifies and Responds to Different Sounds,,,,PK,, turns head toward familiar sounds.
Developmental Milestones,4.8.1.6.10.2,III.C.4.b,Understands and Mimics Intonations,,,,PK,, Copies the way people talk by changing their voice sounds.
Developmental Milestones,4.8.1.6.10.3,III.C.4.c,Recognizes Language Patterns and Rhythms,,,,PK,,Listens to and mimics the rhythm of familiar songs and words.
Standard,4.8.1.6.11,III.C.2,Perceives differences in similar sounding words,,,,PK,, Notices when words sound almost the same but are different.
Developmental Milestones,4.8.1.6.11.1,III.C.2.a,Identification of Phonemic Variations,,,,PK,, Listens and Notices differences in sounds.
Developmental Milestones,4.8.1.6.11.2,III.C.2.b,Auditory Discrimination,,,,PK,, Listens to and recognizes familiar sounds.
Developmental Milestones,4.8.1.6.11.3,III.C.2.c,Vocabulary Expansion,,,,PK,, say new words during playtime.
Developmental Milestones,4.8.1.6.11.4,III.C.2.d,Child recognizes at least 20 letter sounds.,,,,PK,,- Points to or names 20 different letter sounds.
Standard,4.8.2,LIT.2,Child demonstrates an understanding of how print is used (functions of print) and the rules that govern how print works (conventions of print),,,,,,
Label,4.8.2.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,4.8.2.1.1,,Touches and looks at images in books,,,,,,
Label,4.8.2.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,4.8.2.2.1,,Selects books to explore with caregivers,,,,,,
Label,4.8.2.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,4.8.2.3.1,,Brings books to adults to read together,,,,,,
Label,4.8.2.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,4.8.2.4.1,,Chooses books based on interests,,,,,,
Label,4.8.2.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,4.8.2.5.1,LIT.2.b,Identifies Functions of Print,,,,,,
Developmental Milestones,4.8.2.5.2,LIT.2.c,Applies Conventional Rules of Print,,,,,,
Developmental Milestones,4.8.2.5.3,LIT.2.a,Recognizes Basic Print Concepts,,,,,,
Label,4.8.2.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,4.8.2.6.1,IV.E.1,Distinguishes between letters/words/pictures,,,,PK,, Points to or Looks at pictures and letters differently.
Developmental Milestones,4.8.2.6.1.1,IV.E.1.a,Identifies Differences Between Letters,,,,PK,,Points to or touches different letters when asked.
Developmental Milestones,4.8.2.6.1.2,IV.E.1.b,Differentiates Words from Other Text Elements,,,,PK,,Recognizes words as separate from pictures or symbols.
Developmental Milestones,4.8.2.6.1.3,IV.E.1.c,Recognizes Pictures in Context,,,,PK,, Points to familiar pictures when named.
Standard,4.8.2.6.2,IV.E.2,Understands print directionality,,,,PK,, Points to words and Follows along with their finger while someone reads.
Developmental Milestones,4.8.2.6.2.1,IV.E.2.a,Recognizes Left-to-Right Sequence,,,,PK,, Points to or Follows along with finger while looking at a book from left to right.
Developmental Milestones,4.8.2.6.2.2,IV.E.2.b,Understands Top-to-Bottom Flow,,,,PK,, Follows objects moving from top to bottom.
Developmental Milestones,4.8.2.6.2.3,IV.E.2.c,Comprehends Progression through Pages,,,,PK,,Turns pages of a book one by one.
Standard,4.8.2.6.3,IV.E.5,Recognizes some familiar words,,,,PK,, Points to or reacts to familiar words during storytime.
Developmental Milestones,4.8.2.6.3.1,IV.E.5.a,Identifies Common Sight Words,,,,PK,, Points to familiar words in books.
Developmental Milestones,4.8.2.6.3.2,IV.E.5.b,Phonetical Awareness,,,,PK,, recognizes and Plays with different sounds in words.
Developmental Milestones,4.8.2.6.3.3,IV.E.5.c,Contextual Word Recognition,,,,PK,, recognizes familiar words in everyday situations.
Standard,4.8.2.6.4,IV.E.3,Identifies punctuation and letter case,,,,PK,, Points to and recognizes different punctuation marks and big or small letters.
Developmental Milestones,4.8.2.6.4.1,IV.E.3.a,"Recognizes familiar punctuation symbols (periods, exclamation marks, question marks).",,,,PK,," Points to or names familiar punctuation marks like periods, exclamation Points, and question marks."
Developmental Milestones,4.8.2.6.4.2,IV.E.3.b,Differentiates between uppercase and lowercase letters.,,,,PK,,Points to or identifies uppercase and lowercase letters.
Developmental Milestones,4.8.2.6.4.3,IV.E.3.c,Applies punctuation and letter case while writing simple sentences.,,,,PK,, Uses simple marks to show the start and end of a sentence.
Standard,4.8.2.6.5,IV.E.4,Understands sentences are comprised of words separated by spaces,,,,PK,, Points to spaces between words in a sentence.
Developmental Milestones,4.8.2.6.5.1,IV.E.4.a,Recognizes that sentences are a combination of individual words.,,,,PK,, Points to words in a sentence when listening to a story.
Developmental Milestones,4.8.2.6.5.2,IV.E.4.b,Identifies the spaces between words in a sentence.,,,,PK,, Points to the spaces between words in a sentence.
Developmental Milestones,4.8.2.6.5.3,IV.E.4.c,Differentiates between words in a sentence by visually noticing spaces.,,,,PK,, Spots spaces between words in a sentence.
Standard,4.8.2.6.6,IV.A.4,Practices proper book-handling skills,,,,PK,,Turns pages of a book gently.
Developmental Milestones,4.8.2.6.6.1,IV.A.4.a,Demonstrates correct gripping and turning of book pages.,,,,PK,,Turns pages of a book one at a time using a pincer grip.
Developmental Milestones,4.8.2.6.6.2,IV.A.4.b,"Identifies and follows the correct reading direction (left to right, top to bottom).",,,,PK,, Points and moves finger from left to right across a page.
Developmental Milestones,4.8.2.6.6.3,IV.A.4.c,Handles books with respect and care to maintain their condition.,,,,PK,, turns pages gently while looking at a book.
Standard,4.8.2.6.7,IV.D.2,Tells how illustrations support text,,,,PK,,Points to pictures and says what they show.
Developmental Milestones,4.8.2.6.7.1,IV.D.2.a,Interpretation,,,,PK,, Points to show understanding of a familiar word or object.
Developmental Milestones,4.8.2.6.7.2,IV.D.2.b,Visual Literacy,,,,PK,, Looks at pictures and Points to familiar objects.
Developmental Milestones,4.8.2.6.7.3,IV.D.2.c,Articulation,,,,PK,, Babble and make sounds that start to sound like words.
Standard,4.8.2.6.8,IV.A.3,Understands text has meaning,,,,PK,,Points to pictures in a book to show understanding.
Developmental Milestones,4.8.2.6.8.1,IV.A.3.a,Recognizes Words and Symbols,,,,PK,,Points to familiar words and symbols.
Developmental Milestones,4.8.2.6.8.2,IV.A.3.b,Connects Text to Real-Life Situations,,,,PK,, Points to pictures in a book and relates them to familiar objects or experiences.
Developmental Milestones,4.8.2.6.8.3,IV.A.3.c,Comprehends Story and Content,,,,PK,, Understands simple stories by pointing to pictures or acting out parts.
Standard,4.8.2.6.9,IV.D.14,Identifies role of author/illustrator,,,,PK,,"Looks at pictures and listens to stories, noticing who draws and who writes."
Developmental Milestones,4.8.2.6.9.1,IV.D.14.a,Recognizes the Concept of Authorship,,,,PK,,Points to or names the person who created a drawing or story.
Developmental Milestones,4.8.2.6.9.2,IV.D.14.b,Understands the Role of the Illustrator,,,,PK,,Points to pictures in a book and says who made them.
Developmental Milestones,4.8.2.6.9.3,IV.D.14.c,Differentiates Between Author and Illustrator,,,,PK,,Points to or names the person who draws the pictures in a book.
Standard,4.8.3,LIT.3,Child identifies letters of the alphabet,,,,,,
Label,4.8.3.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,4.8.3.1.1,,Repeats simple sounds during interactions,,,,,,
Label,4.8.3.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,4.8.3.2.1,,Imitates words heard during book reading,,,,,,
Label,4.8.3.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,4.8.3.3.1,,Matches sounds to pictures or letters,,,,,,
Label,4.8.3.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,4.8.3.4.1,,Recognizes letters in books or on signs,,,,,,
Label,4.8.3.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,4.8.3.5.1,LIT.3.a,Child recognizes upper-case letters.,,,,,,
Developmental Milestones,4.8.3.5.2,LIT.3.b,Child recognizes lower-case letters.,,,,,,
Developmental Milestones,4.8.3.5.3,LIT.3.c,Child distinguishes between different letters.,,,,,,
Label,4.8.3.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,4.8.3.6.1,IV.C.1,Names letters,,,,PK,,Points to and names some letters.
Developmental Milestones,4.8.3.6.1.1,IV.C.1.a,Recognizes Upper and Lowercase Letters,,,,PK,, Points to or names some uppercase and lowercase letters.
Developmental Milestones,4.8.3.6.1.2,IV.C.1.b,Phonemic Awareness,,,,PK,, recognizes and Plays with different sounds in words.
Developmental Milestones,4.8.3.6.1.3,IV.C.1.c,Alphabet Sequencing Skills,,,,PK,, Points to and names letters in order.
Developmental Milestones,4.8.3.6.1.4,IV.C.1.d,Recognizes 20 or more upper and lowercase letters,,,,PK,,- Points to or names 20 or more letters in both uppercase and lowercase.
Standard,4.8.3.6.2,IV.C.3,Produces letter sounds,,,,PK,,"- Makes sounds like ""buh"" or ""muh"" when exploring letters."
Developmental Milestones,4.8.3.6.2.1,IV.C.3.a,Identifies and Vocalizes Individual Letter Sounds,,,,PK,,Says the sounds of different letters.
Developmental Milestones,4.8.3.6.2.2,IV.C.3.b,Associates Sounds with Respective Letters,,,,PK,, Points to or makes a sound when seeing a familiar letter.
Developmental Milestones,4.8.3.6.2.3,IV.C.3.c,Distinguishes between Different Letter Sounds,,,,PK,, recognizes and reacts to different letter sounds.
Standard,4.8.3.6.3,IV.C.2,Recognizes letter sounds,,,,PK,,"- Points to or smiles at familiar sounds, like ""m"" for mom."
Developmental Milestones,4.8.3.6.3.1,IV.C.2.a,Identifies vowel and consonant sounds,,,,PK,,"- Makes different sounds with their voice, like ""ba"" and ""ma"""
Developmental Milestones,4.8.3.6.3.2,IV.C.2.b,Associates letters with corresponding sounds,,,,PK,, recognizes and says the first sound of familiar words.
Developmental Milestones,4.8.3.6.3.3,IV.C.2.c,Distinguishes between similar sounding letters,,,,PK,, recognizes and Tells apart letters that sound alike.
Developmental Milestones,4.8.3.6.3.4,IV.C.2.d,Child recognizes at least 20 letter sounds.,,,,PK,,- Points to or makes sounds for at least 20 different letters.
Standard,4.8.3.6.4,IV.A.1,Engages in pre-reading/reading activities,,,,PK,," Looks at and flips through books, pointing to pictures."
Developmental Milestones,4.8.3.6.5,IV.A.1.a,Recognizes and Names All Upper- and Lowercase Letters,,,,PK,, Points to and names both big and small letters.
Developmental Milestones,4.8.3.6.6,IV.A.1.b,Understands the Concept of Word and Letter Sounds (Phonetics),,,,PK,, recognizes and Plays with sounds in words.
Developmental Milestones,4.8.3.6.7,IV.A.1.c,Demonstrates Basic Story Comprehension,,,,PK,, Points to pictures in a book when asked simple questions.
Standard,4.8.4,LIT.4,Child demonstrates an understanding of narrative structure through storytelling/re-telling,,,,,,
Label,4.8.4.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,4.8.4.1.1,,Grasps crayons or markers to make marks,,,,,,
Label,4.8.4.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,4.8.4.2.1,,Uses crayons to draw lines or circles,,,,,,
Label,4.8.4.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,4.8.4.3.1,,"Scribbles to imitate writing, often calling marks ""letters"" or ""pictures.""",,,,,,
Label,4.8.4.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,4.8.4.4.1,,"Associates marks with specific ideas, like labeling drawings with scribbles.",,,,,,
Label,4.8.4.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,4.8.4.5.1,LIT.4.a,Child illustrates comprehension by re-telling familiar stories in their own words'.,,,,,,
Developmental Milestones,4.8.4.5.2,LIT.4.b,Child identifies main events and characters in a narrative'.,,,,,,
Developmental Milestones,4.8.4.5.3,LIT.4.c,Child creates coherent and chronological narrative plots through storytelling'.,,,,,,
Label,4.8.4.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,4.8.4.6.1,IV.D.11,Makes inferences and predictions,,,,PK,," Points to or Looks at a toy when it disappears, showing curiosity about where it went."
Developmental Milestones,4.8.4.6.1.1,IV.D.11.a,Identifies Cause and Effect Relationships,,,,PK,,Pushes a button to make a toy light up.
Developmental Milestones,4.8.4.6.1.2,IV.D.11.b,Utilizes Clues for Predictions,,,,PK,,Looks at familiar objects and guesses what will happen next.
Developmental Milestones,4.8.4.6.1.3,IV.D.11.c,Drawing Conclusions from Context,,,,PK,,Use clues from the situation to figure things out.
Standard,4.8.4.6.2,IV.D.13,Experiences various types of literature,,,,PK,, Listens to stories and Looks at picture books.
Developmental Milestones,4.8.4.6.2.1,IV.D.13.a,Identifies and Discusses Key Elements in Literature,,,,PK,, Points to pictures in a book and names familiar objects.
Developmental Milestones,4.8.4.6.2.2,IV.D.13.b,Engages in Active Listening and Responding,,,,PK,, Listens and responds with sounds or gestures.
Developmental Milestones,4.8.4.6.2.3,IV.D.13.c,Explores Different Genres and Styles,,,,PK,, Tries out different types of music and stories.
Standard,4.8.4.6.3,IV.D.9,Compares two informational texts on same topic,,,,PK,,Looks at two books about the same thing and notices differences.
Developmental Milestones,4.8.4.6.3.1,IV.D.9.a,Identifies Similarities and Differences,,,,PK,,• Points out things that are the same or different.
Developmental Milestones,4.8.4.6.3.2,IV.D.9.b,Analyzing Author's Purpose,,,,PK,, Points to pictures in a book and Shows interest.
Developmental Milestones,4.8.4.6.3.3,IV.D.9.c,Evaluating Informational Validity,,,,PK,, Points to familiar objects when asked.
Standard,4.8.4.6.4,IV.D.16,Connects literature text to life experiences,,,,PK,, Points to pictures in a book and relates them to familiar experiences.
Developmental Milestones,4.8.4.6.4.1,IV.D.16.a,Identifying Similarities,,,,PK,, Matches objects that look alike.
Developmental Milestones,4.8.4.6.4.2,IV.D.16.b,Emotional Connections,,,,PK,,Smiles and reaches for familiar faces.
Developmental Milestones,4.8.4.6.4.3,IV.D.16.c,Applying Lessons Learned,,,,PK,,- Imitates actions they've seen before.
Standard,4.8.4.6.5,IV.D.10,Retells story,,,,PK,,*Tells parts of a story after hearing it.*
Developmental Milestones,4.8.4.6.5.1,IV.D.10.a,Retells a story with Key Elements,,,,PK,,Shares parts of a favorite story.
Developmental Milestones,4.8.4.6.5.2,IV.D.10.b,Able to retell stories with events in the proper sequence.,,,,PK,,Tells stories in the right order.
Developmental Milestones,4.8.4.6.5.3,IV.D.10.c,Uses Expressive Language when retelling stories; showing understanding of context.,,,,PK,,Tells simple stories using words and gestures.
Standard,4.8.4.6.6,IV.D.15,Compares characters’ experiences in stories,,,,PK,, Notices and talks about what happens to different characters in stories.
Developmental Milestones,4.8.4.6.6.1,IV.D.15.a,Identification of Characters,,,,PK,, recognizes familiar faces in storybooks.
Developmental Milestones,4.8.4.6.6.2,IV.D.15.b,Analyzing Character Experience,,,,PK,,Pretend to be a character in a story.
Developmental Milestones,4.8.4.6.6.3,IV.D.15.c,Comparative Analysis of Characters,,,,PK,, Point to two characters and say how they are the same or different.
