Human Coding Scheme,Full Statement,Type,Smart Level
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsEarly Toddler,Developmental Indicator,6-14
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Toddler,Developmental Indicator,12-24
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsEarly Preschool,Developmental Indicator,22-36
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Preschool,Developmental Indicator,34-48
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",months,Developmental Indicator,44-60
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","Uses sound, inflection,",Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","Cries, coos, babbles",Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Reaches and points,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Makes vocal or non-,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Vocalizes or gestures,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Participates and,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Makes simple one-,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Uses vocabulary,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Begins to combine,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Speaks in or signs,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Begins to use more,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Answers questions,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Uses adjectives to,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Begins to use,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Answers open-ended,Indicator,
"understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g., After Clifford the dog came home, he played with Emily Elizabeth.) (CLLD1.1ae)39 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Retells stories and,Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Infancy,Developmental Indicator,0-8
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsEarly Toddler,Developmental Indicator,6-14
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Toddler,Developmental Indicator,12-24
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsEarly Preschool,Developmental Indicator,22-36
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Preschool,Developmental Indicator,34-48
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",months,Developmental Indicator,44-60
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Responds and engages,Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Reacts to facial,Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Engages in vocal,Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","Turns, smiles,",Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Begins to follow adult,Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","Uses words, gestures,",Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Begins to ask and,Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Alternates between,Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Asks and responds to,Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Engages in multiple,Indicator,
"noting three chairs, three beds, etc.) (CLLD1.2u)40 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Asks and responds to,Indicator,
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Infancy,Developmental Indicator,0-8
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsEarly Toddler,Developmental Indicator,6-14
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Toddler,Developmental Indicator,12-24
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsEarly Preschool,Developmental Indicator,22-36
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Preschool,Developmental Indicator,34-48
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",months,Developmental Indicator,44-60
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Explores a book by,Indicator,
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Demonstrates interest,Indicator,
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Distinguishes,Indicator,
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Identifies common,Indicator,
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Points to and names,Indicator,
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Demonstrates an,Indicator,
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Understands that the,Indicator,
"questions with accurate information (CLLD1.4p)41 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Begins to track,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Infancy,Developmental Indicator,0-8
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsEarly Toddler,Developmental Indicator,6-14
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Toddler,Developmental Indicator,12-24
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsEarly Preschool,Developmental Indicator,22-36
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",monthsLater Preschool,Developmental Indicator,34-48
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",months,Developmental Indicator,44-60
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Looks at picture books,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Engages in familiar,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Listens to explanations,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Asks to be read to,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Makes connections to,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Expresses empathy for,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Repeats words heard,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Retells 1-2 key events,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Narrates a story using,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Recites from memory,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Recognizes nouns,Indicator,
"individual words in text or braille by pointing or touching (CLLD2.1m)42 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA THREE: COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",Tells fictional,Indicator,
