Age Group,Type,Developmental Indicator,Focus Area,SmartLevel,filename,Area,Sub Area
Early Infancy 0-8 months,indicator,"Disengages when overstimulated (e.g., turns head, pushes hand away from body, falls asleep)",SED2.4. Regulating emotions,SED2.4b,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Infancy 0-8 months,indicator,"Self-soothes more effectively (e.g., sucks thumb, holds favorite toy)",SED2.4. Regulating emotions,SED2.4c,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy 6-14 months,indicator,"Uses caregiver's facial cues, voice tones, or other body language to decide whether to interact with an unfamiliar person",SED2.4. Regulating emotions,SED2.4d,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy 6-14 months,indicator,Expresses strong feelings without regulation,SED2.4. Regulating emotions,SED2.4e,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy 6-14 months,indicator,Seeks caregiver support when feeling overwhelmed by emotion; may reject support,SED2.4. Regulating emotions,SED2.4f,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler 12-24 months,indicator,"Engages in pretend play to manage uncertainty and fear (e.g., carries doll after a fall or rescue)",SED2.4. Regulating emotions,SED2.4g,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler 12-24 months,indicator,Uses some self-comfort strategies,SED2.4. Regulating emotions,SED2.4h,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler 12-24 months,indicator,Accepts adults' suggestions for managing feelings by themselves,SED2.4. Regulating emotions,SED2.4i,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler 12-24 months,indicator,"Begins to respond to guidance (e.g., ""The dog looks scary, but I think you can do it"")",SED2.4. Regulating emotions,SED2.4j,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler 12-24 months,indicator,"Begins to demonstrate emotional regulation (e.g., does not shout when upset)",SED2.4. Regulating emotions,SED2.4k,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler 12-24 months,indicator,"Begins to understand emotional behavior (e.g., stomping feet rather than yelling or grabbing toy)",SED2.4. Regulating emotions,SED2.4l,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler 12-24 months,indicator,"Increasingly uses a variety of strategies to self-soothe or solve problems (e.g., goes to quiet area or uses a fidget toy when upset)",SED2.4. Regulating emotions,SED2.4m,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler 12-24 months,indicator,"Exhibits emotional control with or without adult support (e.g., follows group activities although upset)",SED2.4. Regulating emotions,SED2.4n,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Infancy (0-8 months),indicator,"Express feelings through facial expressions, body movements, crying and vocalizing, often depending on adults for emotional comfort",SED2.2. Expressing emotions,SED2.2a,page_15.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy (6-14 months),indicator,"Begins to spontaneously make emotional gestures and facial expressions that match the situation (e.g., happiness, sadness, anger, fear)",SED2.2. Expressing emotions,SED2.2b,page_15.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy (6-14 months),indicator,"Uses gestures and symbolic actions to demonstrate feelings and needs (e.g., lays head on caregiver's lap when sad)",SED2.2. Expressing emotions,SED2.2c,page_15.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy (6-14 months),indicator,"Recognizes and expresses emotion toward familiar person (e.g., shows emotion by hugging + babbling)",SED2.2. Expressing emotions,SED2.2d,page_15.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler (12-24 months),indicator,"Demonstrates an emotional response to a situation (e.g., throws toy because told to clean up; smiles and cheers when it is time to go outside)",SED2.2. Expressing emotions,SED2.2e,page_15.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler (12-24 months),indicator,"Names some emotions (e.g., ""me sad"")",SED2.2. Expressing emotions,SED2.2f,page_15.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Infancy (0-8 months),indicator,Listens and attends to culturally and linguistically familiar words or signs (including name),"CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1a,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Infancy (0-8 months),indicator,"Begins to create speech and non-speech like sounds (e.g., cooing)","CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1b,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Infancy (6-14 months),indicator,Begins to imitate orally repeated culturally and linguistically familiar words they hear in their everyday environment,"CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1c,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Infancy (6-14 months),indicator,Begins to create repetitive sounds they hear in their everyday environment and requests that adults or peers imitate,"CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1d,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,Imitates and enjoys orally repeating simple rhymes and repetitive and alliterative songs,"CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1e,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,Imitates most sounds of language using culturally and linguistically familiar words,"CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1f,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,"Orally produces first sounds of familiar words especially when words rhyme (e.g., ball/fall) or begin with the same sound (e.g., big/boy, dog/dad)","CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1g,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,"Begins to segment compound words (e.g., lunchbox segmented is lunch-box, when combined is lunchbox)","CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1h,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,"Begins to segment and combine syllables (e.g., purple segmented pur-ple then combined is purple)","CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1i,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,"Begins to blend the beginning sound of a word with the ending part (c-at, b-all)","CLLD2.1, Learning spoken language is composed of smaller segments of sound",CLLD2.1j,page_29.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Infancy (0-8 months),indicator,Looks at picture books and listens to an adult talk about pictures in a book (CLLD2.2a),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2a,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Infancy (6-14 months),indicator,"Touches or points to pictures in response to adult's prompt (e.g., brings adult a book to read or points to pictures when adult is reading) (CLLD2.2b)","CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2b,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,Begins to show specific interest in being read to (CLLD2.2c),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2c,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,Indicates where to start reading a book and how to move through pages (CLLD2.2d),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2d,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,Responds to adult's questions about a story (CLLD2.2e),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2e,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,Verbalizes familiar words from stories when read to (CLLD2.2f),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2f,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,Recognizes nouns from pictures paired with the words (CLLD2.2g),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2g,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,Uses new words learned through listening to stories (CLLD2.2h),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2h,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Older Toddler (24-36 months),indicator,Identifies feelings of characters in a book or story (CLLD2.2i),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2i,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Older Toddler (24-36 months),indicator,Adds words and details from stories to play (CLLD2.2j),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2j,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Older Toddler (24-36 months),indicator,"Pretends to read familiar books verbally (e.g., using pictures as a guide to tell the story) (CLLD2.2k)","CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2k,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Older Toddler (24-36 months),indicator,Tells simple stories more frequently and with increased detail (CLLD2.2l),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2l,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Older Toddler (24-36 months),indicator,Predicts what comes next in known stories (CLLD2.2m),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2m,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Older Toddler (24-36 months),indicator,Describes what is happening in a picture (CLLD2.2n),"CLLD2.2. Understanding ideas, vocabulary, and information in stories and texts",CLLD2.2n,page_28.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Infancy 0-8 months,indicator,"Watches, observes, and listens to adults and other children",SED2.1. Seeing and naming emotions in self and others,SED2.1a,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Infancy 0-8 months,indicator,"Responds to interactions from primary caregiver (e.g., smiles when caregiver smiles, turns head when hears familiar voice)",SED2.1. Seeing and naming emotions in self and others,SED2.1b,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy 6-14 months,indicator,"Shows a range of emotions (e.g., shares in wonder, amazement, delight and disappointment)",SED2.1. Seeing and naming emotions in self and others,SED2.1c,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy 6-14 months,indicator,"Begins to have a greater awareness of own emotions (e.g., says or gestures ""no more"", giggles or laughs when happy)",SED2.1. Seeing and naming emotions in self and others,SED2.1d,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy 6-14 months,indicator,"Recognizes emotions of others (e.g., tries to comfort another child when upset)",SED2.1. Seeing and naming emotions in self and others,SED2.1e,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Toddler 12-24 months,indicator,Recognizes and labels own feelings with adult support,SED2.1. Seeing and naming emotions in self and others,SED2.1f,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Toddler 12-24 months,indicator,"Recognizes emotions of others (e.g., ""mama sad"", ""papa happy"")",SED2.1. Seeing and naming emotions in self and others,SED2.1g,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Toddler 12-24 months,indicator,"Identifies complex emotions in a book, picture, or on a person's face (e.g., frustrated, confused, excited)",SED2.1. Seeing and naming emotions in self and others,SED2.1h,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Toddler 12-24 months,indicator,"Begins to recognize their own emotions before reacting (e.g., pauses and takes deep breath when mad)",SED2.1. Seeing and naming emotions in self and others,SED2.1i,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Toddler 12-24 months,indicator,"Communicates how they may be feeling and why (e.g., states that toy was taken away)",SED2.1. Seeing and naming emotions in self and others,SED2.1j,page_14.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Infancy (0-8 months),indicator,"Responds to visual elements in the environment by gazing at light, color and patterns",CD4.4. Using visual arts media to express thoughts and feelings,CD4.4a,page_58.png,COGNITIVE DEVELOPMENT (CD),"D4, FINE ARTS"
Early Infancy (0-8 months),indicator,Shows interest in certain images or objects by vocalizing or reaching,CD4.4. Using visual arts media to express thoughts and feelings,CD4.4d,page_58.png,COGNITIVE DEVELOPMENT (CD),"D4, FINE ARTS"
Later Infancy (6-14 months),indicator,Watches faces and responds to presence of familiar figures,CD4.4. Using visual arts media to express thoughts and feelings,CD4.4b,page_58.png,COGNITIVE DEVELOPMENT (CD),"D4, FINE ARTS"
Later Infancy (6-14 months),indicator,Pays attention to and studies own face in mirror,CD4.4. Using visual arts media to express thoughts and feelings,CD4.4c,page_58.png,COGNITIVE DEVELOPMENT (CD),"D4, FINE ARTS"
Early Toddler (12-24 months),indicator,"Begins to use materials (e.g. crayons, chalk) to leave marks on paper",CD4.4. Using visual arts media to express thoughts and feelings,CD4.4e,page_58.png,COGNITIVE DEVELOPMENT (CD),"D4, FINE ARTS"
Early Toddler (12-24 months),indicator,Participates in a variety of tactile/sensory experiences such as feeling different textures or playing with water under close adult supervision,CD4.4. Using visual arts media to express thoughts and feelings,CD4.4f,page_58.png,COGNITIVE DEVELOPMENT (CD),"D4, FINE ARTS"
Early Infancy (0-8 months),indicator,Reaches for toys or objects that are out of reach. (APL3.5a),APL3.5. Persisting and problem-solving.,a,page_8.png,APPROACHES TO PLAY AND LEARNING (APL),"APL3, EXECUTIVE FUNCTIONS AND COGNITIVE SELF-REGULATION"
Early Infancy (0-8 months),indicator,Attempts to get things that are out of reach (APL3.5b),APL3.5. Persisting and problem-solving.,b,page_8.png,APPROACHES TO PLAY AND LEARNING (APL),"APL3, EXECUTIVE FUNCTIONS AND COGNITIVE SELF-REGULATION"
Late Infancy (6-14 months),indicator,Persists in looking for a toy or object that has been hidden. (APL3.5f),APL3.5. Persisting and problem-solving.,f,page_8.png,APPROACHES TO PLAY AND LEARNING (APL),"APL3, EXECUTIVE FUNCTIONS AND COGNITIVE SELF-REGULATION"
Late Infancy (6-14 months),indicator,"Uses more than one strategy to get what they want (e.g., vocalizing as well as reaching or moving toward) (APL3.5g)",APL3.5. Persisting and problem-solving.,g,page_8.png,APPROACHES TO PLAY AND LEARNING (APL),"APL3, EXECUTIVE FUNCTIONS AND COGNITIVE SELF-REGULATION"
Early Toddler (12-24 months),indicator,Repeats preferred activities over and over. (APL3.5j),APL3.5. Persisting and problem-solving.,j,page_8.png,APPROACHES TO PLAY AND LEARNING (APL),"APL3, EXECUTIVE FUNCTIONS AND COGNITIVE SELF-REGULATION"
Early Toddler (12-24 months),indicator,"Uses trial and error to solve problems (e.g., pressing lever to make a particular toy pop up) (APL3.5k)",APL3.5. Persisting and problem-solving.,k,page_8.png,APPROACHES TO PLAY AND LEARNING (APL),"APL3, EXECUTIVE FUNCTIONS AND COGNITIVE SELF-REGULATION"
Late Toddler (22-36 months),indicator,"Persists with a challenging task (e.g., working on a puzzle, stringing beads, balancing blocks on top of one another, putting on a coat, engaging a friend in play) (APL3.5n)",APL3.5. Persisting and problem-solving.,n,page_8.png,APPROACHES TO PLAY AND LEARNING (APL),"APL3, EXECUTIVE FUNCTIONS AND COGNITIVE SELF-REGULATION"
Late Toddler (22-36 months),indicator,"Shows signs of frustration when attempting a task, but continues trying. (APL3.5o)",APL3.5. Persisting and problem-solving.,o,page_8.png,APPROACHES TO PLAY AND LEARNING (APL),"APL3, EXECUTIVE FUNCTIONS AND COGNITIVE SELF-REGULATION"
Early Infancy (0-8 months),indicator,"Responds to caregiver's attempts at regulation (e.g., by rocking, talking to child)","APL4.1, Managing actions and behaviors",APL4.1a,page_9.png,APPROACHES TO PLAY AND LEARNING (APL),"APL4, BEHAVIORAL SELF-REGULATION"
Later Infancy (6-14 months),indicator,"Looks to adult for guidance before acting in novel situations (e.g., looks at adult's facial cues)","APL4.1, Managing actions and behaviors",APL4.1b,page_9.png,APPROACHES TO PLAY AND LEARNING (APL),"APL4, BEHAVIORAL SELF-REGULATION"
Early Toddler (12-24 months),indicator,"Follows simple routines established by adults (e.g., eating, napping, playing)","APL4.1, Managing actions and behaviors",APL4.1c,page_9.png,APPROACHES TO PLAY AND LEARNING (APL),"APL4, BEHAVIORAL SELF-REGULATION"
Older Toddler (18-36 months),indicator,"Participates in simple routines with adult support (e.g., hand washing, tooth brushing)","APL4.1, Managing actions and behaviors",APL4.1d,page_9.png,APPROACHES TO PLAY AND LEARNING (APL),"APL4, BEHAVIORAL SELF-REGULATION"
Early Preschool (30-48 months),indicator,"Follows classroom rules and routines with support (e.g., morning meeting, free choice)","APL4.1, Managing actions and behaviors",APL4.1e,page_9.png,APPROACHES TO PLAY AND LEARNING (APL),"APL4, BEHAVIORAL SELF-REGULATION"
Later Preschool (42-60 months),indicator,"Follows classroom rules and routines more independently (e.g., morning meeting, free choice)","APL4.1, Managing actions and behaviors",APL4.1f,page_9.png,APPROACHES TO PLAY AND LEARNING (APL),"APL4, BEHAVIORAL SELF-REGULATION"
Later Preschool (42-60 months),indicator,"Uses classroom materials appropriately (e.g., places materials back where they belong without prompt)","APL4.1, Managing actions and behaviors",APL4.1g,page_9.png,APPROACHES TO PLAY AND LEARNING (APL),"APL4, BEHAVIORAL SELF-REGULATION"
Later Preschool (42-60 months),indicator,"Manages behavior according to expectations (e.g., waits turn to talk without interrupting, works to clean up spills, respects others' property)","APL4.1, Managing actions and behaviors",APL4.1h,page_9.png,APPROACHES TO PLAY AND LEARNING (APL),"APL4, BEHAVIORAL SELF-REGULATION"
Early Elementary (54-72 months),indicator,"Demonstrates appropriate behavior independently (e.g., matches behavior to context and expectations)","APL4.1, Managing actions and behaviors",APL4.1i,page_9.png,APPROACHES TO PLAY AND LEARNING (APL),"APL4, BEHAVIORAL SELF-REGULATION"
Early Infancy (0-8 months),indicator,Notices an unfamiliar person whose face comes near; in play gazes at own image in mirror,CD2.3. Learning about differences,CD2.3,page_49.png,COGNITIVE DEVELOPMENT (CD),"CD2, Social Science: People, Community, and Culture"
Later Infancy (6-14 months),indicator,Shows awareness of strangers or less familiar people by showing hesitation or distress,CD2.3. Learning about differences,CD2.3,page_49.png,COGNITIVE DEVELOPMENT (CD),"CD2, Social Science: People, Community, and Culture"
Early Toddler (12-24 months),indicator,Imitates other children's behavior,CD2.3. Learning about differences,CD2.3,page_49.png,COGNITIVE DEVELOPMENT (CD),"CD2, Social Science: People, Community, and Culture"
Late Toddler (22-36 months),indicator,"Uses words to describe their own physical traits (e.g., size, gender, assistive devices, etc.) and those of peers and adults",CD2.3. Learning about differences,CD2.3,page_49.png,COGNITIVE DEVELOPMENT (CD),"CD2, Social Science: People, Community, and Culture"
Early Preschool (34-48 months),indicator,Follows adult's lead to notice and talk about differences presented in books and other media,CD2.3. Learning about differences,CD2.3,page_49.png,COGNITIVE DEVELOPMENT (CD),"CD2, Social Science: People, Community, and Culture"
Late Preschool (44-60 months),indicator,Follows caregiver or educator's model to talk accurately and respectfully about similarities and differences present in the group,CD2.3. Learning about differences,CD2.3,page_49.png,COGNITIVE DEVELOPMENT (CD),"CD2, Social Science: People, Community, and Culture"
Early Primary (5-7 years),indicator,"Learns simple vocabulary of other home, classroom, or community languages",CD2.3. Learning about differences,CD2.3.9,page_49.png,COGNITIVE DEVELOPMENT (CD),"CD2, Social Science: People, Community, and Culture"
Early Primary (5-7 years),indicator,"Represents self and others in drawings related to physical, social, and cultural characteristics",CD2.3. Learning about differences,CD2.3,page_49.png,COGNITIVE DEVELOPMENT (CD),"CD2, Social Science: People, Community, and Culture"
Early Primary (5-7 years),indicator,"With adult help, notices and discusses similarities and differences in daily practices across own family's culture and that of others",CD2.3. Learning about differences,CD2.3,page_49.png,COGNITIVE DEVELOPMENT (CD),"CD2, Social Science: People, Community, and Culture"
Early Infancy (0-8 months),indicator,Shows preference for familiar people with smiles and an open facial expression,(CD)2.2. Understanding relationships and connections,CD2.2a,page_48.png,COGNITIVE DEVELOPMENT (CD),"D2. Social Science: People, Community, and Culture"
Later Infancy (6-14 months),indicator,Shows awareness of strangers and of separation from parents with hesitation and/or distress,(CD)2.2. Understanding relationships and connections,CD2.2b,page_48.png,COGNITIVE DEVELOPMENT (CD),"D2. Social Science: People, Community, and Culture"
Early Toddler (12-24 months),indicator,Pays attention to children nearby by watching and possibly imitating their play,(CD)2.2. Understanding relationships and connections,CD2.2c,page_48.png,COGNITIVE DEVELOPMENT (CD),"D2. Social Science: People, Community, and Culture"
Older Toddler (18-36 months),indicator,"Communicates about self and others in terms of physical characteristics (e.g., big, curly hair, straight hair)",(CD)2.2. Understanding relationships and connections,CD2.2d,page_48.png,COGNITIVE DEVELOPMENT (CD),"D2. Social Science: People, Community, and Culture"
Early Preschool (30-48 months),indicator,"Communicates about self as member of specific group (e.g., neighborhood, faith community, team)",(CD)2.2. Understanding relationships and connections,CD2.2e,page_48.png,COGNITIVE DEVELOPMENT (CD),"D2. Social Science: People, Community, and Culture"
Later Preschool (42-60 months),indicator,Participates as a member of the group to make plans and solve problems,(CD)2.2. Understanding relationships and connections,CD2.2f,page_48.png,COGNITIVE DEVELOPMENT (CD),"D2. Social Science: People, Community, and Culture"
Early Elementary (54-72 months),indicator,"Communicates about self as member of many different groups, such as within a family, classroom, faith community, or on a team",(CD)2.2. Understanding relationships and connections,CD2.2g,page_48.png,COGNITIVE DEVELOPMENT (CD),"D2. Social Science: People, Community, and Culture"
Early Elementary (54-72 months),indicator,"Uses positive social behaviors (taking turns, sharing, helping with jobs) to help meet needs of the group",(CD)2.2. Understanding relationships and connections,CD2.2h,page_48.png,COGNITIVE DEVELOPMENT (CD),"D2. Social Science: People, Community, and Culture"
Early Elementary (54-72 months),indicator,"With adult help, participates with peers in solving problems, settling conflicts, and negotiating plans and decisions",(CD)2.2. Understanding relationships and connections,CD2.2i,page_48.png,COGNITIVE DEVELOPMENT (CD),"D2. Social Science: People, Community, and Culture"
